Computer Name,IP Address,Operating System,Provider Type,Count
CMRUCT23181.sabc.cm,"fe80::cb87:cb4d:786f:7276
10.100.5.45",Windows 10 Professionnel,Tanium Client,1
CMRUCT20126.sabc.cm,"fe80::a97a:d07f:db53:6e1c
10.96.112.13",Windows 10 Entreprise,Tanium Client,1
CMRLPT21115.sabc.cm,"fe80::7986:4b5:c589:1c19
10.96.70.86",Windows 10 Entreprise,Tanium Client,1
CMRLPT22137.sabc.cm,"fe80::8002:ed6b:b044:b9d6
192.168.6.196",Windows 10 Entreprise,Tanium Client,1
CMRUCT23314.sabc.cm,"fe80::25d8:6ed3:681c:7c63
10.99.2.55",Windows 10 Entreprise,Tanium Client,1
CMRLPT23187.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT20120.sabc.cm,"fe80::f49d:261b:eae7:6bff
10.102.8.158",Windows 10 Entreprise,Tanium Client,1
CMRUCT23053.sabc.cm,"fe80::cfbe:4318:b7ae:522
10.96.6.83",Windows 11 Entreprise,Tanium Client,1
CMRLPT19156.sabc.cm,"fe80::9bf0:e861:4fb5:797e
10.100.4.82",Windows 10 Entreprise,Tanium Client,1
CMRUCT21033.sabc.cm,"fe80::3d4f:ae7b:e96e:a94
10.99.2.31",Windows 10 Entreprise,Tanium Client,1
BALILIMS401.sabc.cm,"::1
10.100.1.128",Windows Server 2016 Standard,Tanium Client,1
CMRUCT21065.sabc.cm,"fe80::45fb:a60a:56ae:6a27
fe80::b9ea:f92a:2d7:946e
10.102.34.32
192.168.8.184",Windows 10 Entreprise,Tanium Client,1
CMRLPT20057.sabc.cm,"fe80::5183:8034:8c9c:7f5f
10.100.0.78",Windows 10 Entreprise,Tanium Client,1
CMRUCT20022.sabc.cm,"fe80::d0bc:81d2:df33:44f5
10.99.2.42",Windows 10 Entreprise,Tanium Client,1
CMRLPT19219.sabc.cm,"fe80::a7a4:c3fa:20f2:d41c
172.20.10.2",Windows 10 Professionnel,Tanium Client,1
CMRUCT23333.sabc.cm,"fe80::67f2:d39d:ec0:e261
10.96.161.42",Windows 10 Entreprise,Tanium Client,1
CMRUCT23049.sabc.cm,"fe80::17cb:62f0:4b46:ee64
10.96.2.136",Windows 10 Entreprise,Tanium Client,1
pontbbrassgaro.sabc.cm,"fe80::311b:e6d4:7b3a:fe3f
fe80::2856:72bd:b3b8:75a2
10.99.7.184
10.253.140.81",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24175.sabc.cm,"fe80::ded8:16b5:ebdb:6903
10.98.0.82",Windows 10 Entreprise,Tanium Client,1
CMRUCT22145.sabc.cm,"fe80::a6b2:2d92:942d:e628
10.102.9.72",Windows 10 Entreprise,Tanium Client,1
CMRLPT21008.sabc.cm,"fe80::9538:2acf:b97f:1d60
10.99.0.22",Windows 10 Entreprise,Tanium Client,1
SABCDIMO102.sabc.cm,"::1
10.103.244.19",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23245.sabc.cm,"fe80::ec3d:9943:943:6f05
10.97.225.117",Windows 10 Entreprise,Tanium Client,1
CMRLPT21016.sabc.cm,"fe80::d27c:5c73:8525:2c81
192.168.1.128
fe80::f964:d728:6f8f:f49e
10.96.2.108",Windows 10 Entreprise,Tanium Client,1
CMRUCT21040.sabc.cm,"fe80::eadc:dfc7:ec37:73fe
10.96.112.3",Windows 10 Entreprise,Tanium Client,1
CMRUCT24021.sabc.cm,"fe80::6991:af09:460a:7fde
fe80::f4dc:c769:bf92:c67f
169.254.201.118
10.98.0.65",Windows 10 Entreprise,Tanium Client,1
CMRLPT21107.sabc.cm,"fe80::6887:cd57:dcd5:11b1
10.96.2.110",Windows 11 Entreprise,Tanium Client,1
CMRLPT20069.sabc.cm,"fe80::5adf:33ac:c345:ca2b
10.100.0.19",Windows 10 Entreprise,Tanium Client,1
CMRUCT23330.sabc.cm,"fe80::5c49:c770:fae5:8b6f
10.96.161.45",Windows 10 Entreprise,Tanium Client,1
CMRUCT24012.sabc.cm,"fe80::d107:89d3:71aa:1343
10.96.28.2",Windows 11 Entreprise,Tanium Client,1
CMRLPT20047.sabc.cm,"fe80::b55c:2296:120d:2c
10.98.0.18",Windows 10 Entreprise,Tanium Client,1
SABCIA601.sabc.cm,"fe80::25f4:793f:b90e:9cf6
10.97.246.130",Windows Server 2019 Standard,Tanium Client,1
CMRUCT21110.sabc.cm,"fe80::a4be:16ee:b604:2c51
10.102.2.104",Windows 10 Entreprise,Tanium Client,1
CMRLPT21166.sabc.cm,"fe80::ac:2d36:6e29:76fb
10.97.225.148",Windows 10 Entreprise,Tanium Client,1
CMRLPT24134.sabc.cm,"fe80::5c2a:2ae1:69de:66f
10.102.8.91",Windows 10 Entreprise,Tanium Client,1
CMRLPT23254.sabc.cm,"fe80::4353:73ea:29d3:bc9b
10.96.2.24",Windows 10 Entreprise,Tanium Client,1
CMRUCT23228.sabc.cm,"fe80::90ed:8e45:86cb:5fce
10.96.112.7",Windows 10 Entreprise,Tanium Client,1
CMRUCT22016.sabc.cm,"fe80::6469:239:c4e:b0cc
10.98.2.91",Windows 10 Entreprise,Tanium Client,1
CMRUCT24048.sabc.cm,"fe80::d45a:691d:f388:83ec
10.97.225.28",Windows 10 Entreprise,Tanium Client,1
CMRLPT24167.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT20015.sabc.cm,"fe80::3d91:a20b:4f4d:5750
10.96.75.50",Windows 10 Entreprise,Tanium Client,1
CMRUCT20061.sabc.cm,"fe80::ea19:332d:b7d2:1b1c
10.97.224.191",Windows 10 Entreprise,Tanium Client,1
CMRLPT24083.sabc.cm,"fe80::1b14:98cb:b5e2:1635
10.99.0.34",Windows 10 Entreprise,Tanium Client,1
CMRUCT24133.sabc.cm,"fe80::ea4a:4a3e:7681:f7ba
10.96.161.10",Windows 10 Entreprise,Tanium Client,1
CMRUCT22148.sabc.cm,"fe80::f9e4:358:4bec:62dd
10.102.9.100",Windows 10 Entreprise,Tanium Client,1
CMRUCT24164.sabc.cm,"fe80::d77:4d5f:808d:9f60
10.98.2.71",Windows 10 Entreprise,Tanium Client,1
CMRLPT20034.sabc.cm,"fe80::3ab2:68a7:6277:cd17
fe80::f125:aea2:2d61:d707
10.97.224.75
10.97.225.61",Windows 10 Entreprise,Tanium Client,1
CMRLPT22093.sabc.cm,"fe80::cf5b:f0e7:c157:4c54
10.100.0.190",Windows 10 Entreprise,Tanium Client,1
CMRUCT22167.sabc.cm,"fe80::778f:d53c:12a5:fb4f
10.102.8.89",Windows 10 Entreprise,Tanium Client,1
cmruct23044.sabc.cm,"fe80::da15:f61f:77fb:a3b3
10.96.2.123",Windows 10 Entreprise,Tanium Client,1
SABCMOS102.sabc.cm,"::1
10.6.42.201
10.103.244.38",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25008.sabc.cm,"fe80::b0fa:82c:835:ae2f
fe80::69c7:e2d4:4885:963d
169.254.119.239
10.96.161.12",Windows 10 Professionnel,Tanium Client,1
CMRLPT23113.sabc.cm,"fe80::5617:58a:97b0:a76
10.100.0.184",Windows 10 Entreprise,Tanium Client,1
CMRLPT24081.sabc.cm,"fe80::6f34:71e2:a24c:3ee9
10.102.113.17",Windows 10 Entreprise,Tanium Client,1
CMRUCT25003.sabc.cm,"fe80::d4ec:2d9d:45e7:eb72
10.96.70.115",Windows 10 Entreprise,Tanium Client,1
CMRUCT22121.sabc.cm,"fe80::f946:b994:31e6:b835
10.97.224.195",Windows 10 Entreprise,Tanium Client,1
CMRUCT23254.sabc.cm,"fe80::2e23:47e8:e87c:b252
10.99.2.19",Windows 10 Entreprise,Tanium Client,1
CMRUCT23121.sabc.cm,"fe80::4be5:a64b:e95c:b876
10.98.0.84",Windows 10 Professionnel,Tanium Client,1
CMRUCT23226.sabc.cm,"fe80::f2e:b4bc:d6c3:c2ba
10.96.52.17",Windows 10 Entreprise,Tanium Client,1
CMRLPT23029.sabc.cm,"fe80::e9f5:fb1c:efb4:ca64
fe80::8653:4d5c:ab82:9215
169.254.116.136
192.168.1.182",Windows 10 Entreprise,Tanium Client,1
CMRLPT21044.sabc.cm,"fe80::c2e2:466c:d532:20a8
10.98.0.34
fe80::f3ec:1341:311:b7a5
10.98.2.11",Windows 10 Entreprise,Tanium Client,1
CMRLPT23052.sabc.cm,"fe80::707c:3167:248b:8c84
10.96.75.91",Windows 10 Entreprise,Tanium Client,1
CMRLPT20043.sabc.cm,"fe80::7589:e7dd:cedc:63fd
10.98.0.57",Windows 10 Entreprise,Tanium Client,1
CMRUCT23318.sabc.cm,"fe80::696:649e:cdeb:a407
10.99.28.12",Windows 10 Entreprise,Tanium Client,1
CMRUCT22146.sabc.cm,"fe80::1ebd:f26e:90e4:4c6d
10.102.9.165",Windows 10 Entreprise,Tanium Client,1
CMRUCT20174.sabc.cm,"fe80::c3ec:24bd:d249:35d0
10.102.8.142",Windows 10 Entreprise,Tanium Client,1
CMRLPT19174.sabc.cm,"fe80::3a0c:fb89:233d:8b63
10.102.8.129",Windows 10 Entreprise,Tanium Client,1
CMRLPT24199.sabc.cm,"fe80::5bdd:e116:6a0c:8635
10.102.8.165",Windows 10 Entreprise,Tanium Client,1
CMRLPT23002.sabc.cm,"fe80::6b0b:a55a:9a5a:2838
192.168.43.69",Windows 11 Entreprise,Tanium Client,1
PONTBRASGUIN.sabc.cm,"fe80::d1e4:f40a:4753:c2b4
10.102.1.36",Windows Server 2019 Standard,Tanium Client,1
CMRLPT21073.sabc.cm,"fe80::65cd:955d:5836:e138
10.100.0.220",Windows 10 Entreprise,Tanium Client,1
CMRUCT25001.sabc.cm,"fe80::1bc1:e46f:17dc:d43c
10.96.70.73",Windows 10 Entreprise,Tanium Client,1
CMRUCT23203.sabc.cm,"fe80::f77a:bb8f:bf1e:2181
10.102.2.48",Windows 10 Entreprise,Tanium Client,1
CMRLPT22083.sabc.cm,"fe80::2cca:87f2:56b3:6a6a
10.100.0.30",Windows 10 Entreprise,Tanium Client,1
CMRLPT23161.sabc.cm,"fe80::53a7:ea70:4bbe:493d
10.96.75.67",Windows 10 Entreprise,Tanium Client,1
CMRLPT22144.sabc.cm,"fe80::262f:5542:3f3:16ca
10.96.61.165",Windows 10 Entreprise,Tanium Client,1
mescavesyde.sabc.cm,"fe80::c650:53e8:1b45:fc6
fe80::2584:27e9:fee1:cb85
10.97.7.153
10.253.120.210",Windows Server 2019 Standard,Tanium Client,1
SIACFICH001.sabc.cm,"fe80::4cd3:ad22:b54e:23a1
10.102.33.6",Windows Server 2016 Standard,Tanium Client,1
CMRLPT24059.sabc.cm,"fe80::a53d:46a9:f6f0:8fa5
10.102.8.67",Windows 10 Entreprise,Tanium Client,1
CMRUCT22062.sabc.cm,"fe80::2e99:6650:b5d:cd83
10.97.224.100",Windows 11 Entreprise,Tanium Client,1
KOUMTRACK001.sabc.cm,"fe80::68e0:1891:4122:bfd8
10.100.1.120",Windows Server 2016 Standard,Tanium Client,1
CMRLPT22011.sabc.cm,"fe80::1b12:816:ab00:459b
10.100.0.221",Windows 10 Entreprise,Tanium Client,1
CMRLPT20014.sabc.cm,"fe80::e73d:12f4:95b9:64f6
10.96.75.87",Windows 10 Entreprise,Tanium Client,1
CMRLPT23201.sabc.cm,"fe80::5ce2:c04c:4a34:c03f
10.102.8.8",Windows 10 Entreprise,Tanium Client,1
messgxydecp.sabc.cm,"fe80::99a8:975d:e68d:27a5
fe80::91ba:99c:4e0c:15f7
10.97.7.151
10.255.255.241
10.253.120.75",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23295.sabc.cm,"fe80::53d6:8be3:4110:23c2
10.96.161.29",Windows 10 Entreprise,Tanium Client,1
CMRLPT23318.sabc.cm,"fe80::c30c:45d0:2e71:78cc
10.96.0.78",Windows 10 Entreprise,Tanium Client,1
CMRLPT22050.sabc.cm,"fe80::4823:6778:476c:90f2
10.102.33.215",Windows 10 Entreprise,Tanium Client,1
CMRUCT25086.sabc.cm,"fe80::4d10:d6f8:cccc:a002
10.97.224.178",Windows 10 Entreprise,Tanium Client,1
CMRUCT24186.sabc.cm,"fe80::1a6b:acf1:e691:5bef
10.96.60.5",Windows 10 Entreprise,Tanium Client,1
CMRLPT24022.sabc.cm,"fe80::e530:d1b7:5da0:4110
10.100.0.56",Windows 10 Entreprise,Tanium Client,1
CMRLPT21033.sabc.cm,"fe80::fb38:90a5:cdbe:32d1
10.96.75.70",Windows 10 Entreprise,Tanium Client,1
CMRUCT24034.sabc.cm,"fe80::8cce:c125:d2c5:edae
10.98.0.93",Windows 10 Entreprise,Tanium Client,1
SABCBPC603.sabc.cm,"fe80::14b1:e973:ec2e:3d42
10.100.1.156",Windows Server 2016 Standard,Tanium Client,1
CMRLPT23233.sabc.cm,"fe80::703c:e0da:dd5f:a9c9
10.102.33.222",Windows 11 Entreprise,Tanium Client,1
SABCVPRX101.sabc.cm,"::1
10.100.3.96",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23010.sabc.cm,"fe80::55e1:b4a2:c98:a40d
10.97.88.10",Windows 10 Entreprise,Tanium Client,1
CMRUCT22049.sabc.cm,"fe80::f4a5:e83f:a9cb:c804
10.102.34.34",Windows 10 Entreprise,Tanium Client,1
CMRUCT23063.sabc.cm,"fe80::24b3:fcec:530b:f43e
10.96.2.44",Windows 10 Entreprise,Tanium Client,1
CMRLPT24077.sabc.cm,"fe80::46e0:5012:a82f:7bcd
10.102.8.41",Windows 10 Entreprise,Tanium Client,1
CMRUCT24099.sabc.cm,"fe80::f2c4:c1fe:d2a6:f4e8
192.168.1.242",Windows 10 Entreprise,Tanium Client,1
CMRUCT23098.sabc.cm,"fe80::22cc:65c0:51c4:61d6
10.96.60.9",Windows 10 Entreprise,Tanium Client,1
BONADOMC002.sabc.cm,"fe80::e8ea:ad7:c6de:a618
10.96.122.1",Windows Server 2019 Standard,Tanium Client,1
CMRUCT19126.sabc.cm,"fe80::f9df:e371:e885:4d74
10.97.224.132",Windows 10 Entreprise,Tanium Client,1
SOCADOMC002.sabc.cm,"fe80::9ebc:6e0f:77c6:362b
10.102.1.4",Windows Server 2019 Standard,Tanium Client,1
CMRUCT22164.sabc.cm,"fe80::cfab:a2f6:5684:1600
10.102.9.85",Windows 10 Entreprise,Tanium Client,1
CMRLPT22135.sabc.cm,"fe80::8b86:e2f3:c23a:8a74
10.100.0.92",Windows 10 Entreprise,Tanium Client,1
SABCSQELO101.sabc.cm,"::1
10.6.42.208
10.103.244.43",Windows Server 2019 Standard,Tanium Client,1
SABCMSQL101.sabc.cm,"::1
10.6.42.202
10.103.244.39",Windows Server 2016 Standard,Tanium Client,1
CMRUCT25091.sabc.cm,"fe80::714d:933d:8d31:551
10.97.224.76",Windows 10 Entreprise,Tanium Client,1
CMRUCT23296.sabc.cm,"fe80::78fb:e915:960:1bec
fe80::24d8:ab16:18eb:f187
169.254.52.43
10.100.0.73",Windows 10 Entreprise,Tanium Client,1
CMRUCT21028.sabc.cm,"fe80::c856:5fc:6df8:68b
10.98.2.40",Windows 10 Entreprise,Tanium Client,1
CMRUCT21048.sabc.cm,"fe80::a122:ec6:c1f6:55d6
10.96.2.80",Windows 10 Entreprise,Tanium Client,1
CMRUCT20105.sabc.cm,"fe80::d4df:baa1:2b78:537d
10.96.75.84",Windows 10 Entreprise,Tanium Client,1
CMRLPT21081.sabc.cm,"fe80::ba86:f1a3:e235:3cab
10.148.64.139",Windows 10 Entreprise,Tanium Client,1
CMRLPT19166.sabc.cm,"fe80::cc28:d374:bf06:313
10.102.8.206",Windows 10 Entreprise,Tanium Client,1
CMRUCT21105.sabc.cm,"fe80::d1c1:d158:516a:3527
10.102.2.14",Windows 11 Entreprise,Tanium Client,1
CMRLPT21154.sabc.cm,"fe80::dd8b:63cc:ce8b:6ae8
10.97.225.174
fe80::d1df:be23:5fa4:a819
10.97.224.175",Windows 10 Entreprise,Tanium Client,1
CMRLPT20039.sabc.cm,"fe80::5247:b1e3:f63a:5386
fe80::7eab:70eb:3ab7:9121
169.254.116.1
10.98.0.78",Windows 10 Entreprise,Tanium Client,1
CMRUCT23091.sabc.cm,"fe80::8c6d:65a9:6dcc:85c8
10.96.60.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT22196.sabc.cm,"fe80::63c6:6a33:dfef:5121
10.102.8.93",Windows 10 Entreprise,Tanium Client,1
CMRLPT20085.sabc.cm,"fe80::6c8:5e2e:f93e:cdf8
10.100.0.11",Windows 10 Entreprise,Tanium Client,1
CMRUCT23004.sabc.cm,"fe80::3177:5842:c95a:505a
10.97.224.31",Windows 10 Entreprise,Tanium Client,1
CMRLPT21032.sabc.cm,"fe80::4cf9:8ae8:46db:9e84
10.96.75.12",Windows 11 Entreprise,Tanium Client,1
CMRLPT19227.sabc.cm,"fe80::eb83:f3f9:87b5:ab1b
10.102.8.192",Windows 10 Entreprise,Tanium Client,1
CMRUCT24108.sabc.cm,"fe80::6eb:a2a:95b7:676
10.102.9.32",Windows 10 Entreprise,Tanium Client,1
CMRLPT24090.sabc.cm,"fe80::2271:d9c1:3817:f5a3
10.96.75.11",Windows 10 Entreprise,Tanium Client,1
CMRLPT23104.sabc.cm,"fe80::a10a:df61:235f:da69
10.96.70.58",Windows 10 Entreprise,Tanium Client,1
sabcenerg01.sabc.cm,"fe80::b9a7:349d:6875:d2b8
fe80::6991:dedc:4c69:1155
10.96.75.157
10.253.100.110",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23148.sabc.cm,"fe80::3648:d67a:952f:dc71
10.102.34.54",Windows 10 Entreprise,Tanium Client,1
CMRLPT23257.sabc.cm,"fe80::d034:c809:f3ca:ca6
10.102.8.151",Windows 10 Entreprise,Tanium Client,1
CMRUCT19091.sabc.cm,"fe80::fda:f900:16f9:7936
10.102.2.64",Windows 10 Entreprise,Tanium Client,1
CMRLPT23114.sabc.cm,"fe80::c3f8:7f7:db26:b215
192.168.1.14",Windows 11 Entreprise,Tanium Client,1
CMRLPT20023.sabc.cm,"fe80::833b:3866:6c83:9101
10.96.0.28",Windows 10 Entreprise,Tanium Client,1
garousine001.sabc.cm,"fe80::9303:bbb6:e0a6:d02
fe80::15b6:6e35:6a07:f0e9
10.99.7.129
10.253.140.10",Windows Server 2019 Standard,Tanium Client,1
SABCBI102.sabc.cm,"::1
10.6.42.168
10.103.244.10",Windows Server 2019 Standard,Tanium Client,1
CMRUCT20037.sabc.cm,"fe80::bbcc:ff98:b0de:1ec
10.102.34.9",Windows 10 Professionnel,Tanium Client,1
CMRUCT25013.sabc.cm,"fe80::883a:9771:bd8d:645a
10.96.161.15",Windows 10 Entreprise,Tanium Client,1
SABCSHAR101.sabc.cm,"fe80::a09e:983e:b00a:d75c
10.100.1.42",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23135.sabc.cm,"fe80::c749:f99b:2aee:c842
10.78.170.128",Windows 11 Entreprise,Tanium Client,1
CMRLPT23247.sabc.cm,"fe80::c132:968:a5f:d53d
10.100.4.64",Windows 10 Entreprise,Tanium Client,1
CMRUCT23332.sabc.cm,"fe80::606c:597d:af33:7126
10.96.161.47",Windows 10 Entreprise,Tanium Client,1
CMRLPT23021.sabc.cm,"fe80::3a6f:527d:f846:e7cc
10.97.212.91",Windows 11 Entreprise,Tanium Client,1
CMRLPT25025.sabc.cm,"fe80::9b5e:3a6d:2fdd:7dca
10.96.0.42",Windows 10 Entreprise,Tanium Client,1
CMRLPT23066.sabc.cm,"fe80::1553:95ea:7742:613d
10.141.183.199",Windows 10 Entreprise,Tanium Client,1
CMRUCT19246.sabc.cm,"fe80::c34b:79af:7a93:ade0
10.102.2.64",Windows 10 Entreprise,Tanium Client,1
CMRUCT25095.sabc.cm,"fe80::9521:a68:cb9c:33e6
10.97.92.27",Windows 10 Entreprise,Tanium Client,1
CMRLPT19005.sabc.cm,"fe80::932:397:a25c:96dc
fe80::7675:a17b:3d28:82a5
fe80::ed41:1b51:a278:22cb
fe80::db5d:b4b6:d47c:b3fe
10.10.1.1
192.168.153.1
192.168.226.1
10.100.0.20",Windows 10 Entreprise,Tanium Client,1
CMRLPT23049.sabc.cm,"fe80::7628:7817:621:e501
10.102.8.82",Windows 10 Entreprise,Tanium Client,1
CMRUCT24041.sabc.cm,"fe80::bc4c:2521:d23c:d2c1
10.98.2.18",Windows 10 Entreprise,Tanium Client,1
CMRUCT24119.sabc.cm,"fe80::1869:8182:84a1:5009
10.102.9.223",Windows 10 Entreprise,Tanium Client,1
CMRLPT23167.sabc.cm,"fe80::aa50:9437:2f89:d15a
10.96.0.39",Windows 10 Entreprise,Tanium Client,1
CMRUCT24199.sabc.cm,"fe80::28a3:6948:43c5:ab2a
10.97.224.214",Windows 10 Entreprise,Tanium Client,1
CMRLPT23020.sabc.cm,"fe80::b058:aafa:c59b:5031
10.100.0.8",Windows 10 Entreprise,Tanium Client,1
CMRUCT21030.sabc.cm,"fe80::de2a:c688:e2a9:ecdd
10.99.28.4",Windows 10 Entreprise,Tanium Client,1
SABCSHAR103.sabc.cm,"fe80::1442:2b02:82c4:92a
10.100.1.67",Windows Server 2019 Standard,Tanium Client,1
SOUAMOS101.sabc.cm,"fe80::e40e:1e75:19a8:86c
10.99.77.131",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24140.sabc.cm,"fe80::13a2:edf9:59e8:4574
10.96.161.44",Windows 10 Entreprise,Tanium Client,1
CMRLPT19002.sabc.cm,"fe80::f7f6:4e30:9dfd:d291
10.100.0.241",Windows 10 Entreprise,Tanium Client,1
CMRUCT24044.sabc.cm,"fe80::16a5:981d:2930:a65f
10.97.36.11",Windows 10 Entreprise,Tanium Client,1
balidcira001.sabc.cm,"fe80::3273:9115:1aa7:b671
10.100.1.163",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22061.sabc.cm,"fe80::7011:b5e0:2ddd:6a4
10.102.34.48",Windows 10 Entreprise,Tanium Client,1
CMRLPT24195.sabc.cm,"fe80::a0a8:787e:85b:ee90
10.159.175.210",Windows 11 Entreprise,Tanium Client,1
CMRUCT21113.sabc.cm,"fe80::b4ee:5f16:569:3e2f
10.99.76.12",Windows 10 Entreprise,Tanium Client,1
CMRUCT22163.sabc.cm,"fe80::759a:a2d9:741:aaee
10.102.9.135",Windows 10 Entreprise,Tanium Client,1
CMRLPT23122.sabc.cm,"fe80::f6f:f8c8:fc9e:2be1
10.97.225.217",Windows 10 Entreprise,Tanium Client,1
SOCAFICH101.sabc.cm,"fe80::6cff:79df:875d:cb93
10.102.1.9",Windows Server 2019 Standard,Tanium Client,1
SABCMEC102.sabc.cm,"::1
10.103.244.49",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22110.sabc.cm,"fe80::64f5:d889:89be:352d
10.97.93.164",Windows 10 Professionnel,Tanium Client,1
CMRLPT19232.sabc.cm,"fe80::ba8d:a0a0:36b:c713
10.102.8.106",Windows 10 Entreprise,Tanium Client,1
CMRLPT23150.sabc.cm,"fe80::1fcb:5d7c:277a:7575
10.142.21.210",Windows 10 Entreprise,Tanium Client,1
CMRUCT19002.sabc.cm,"fe80::91f4:1d9:61cd:27b9
10.97.224.125",Windows 10 Entreprise,Tanium Client,1
CMRUCT21094.sabc.cm,"fe80::6b1b:a016:1900:e14
10.102.2.84",Windows 10 Entreprise,Tanium Client,1
CMRUCT23125.sabc.cm,"fe80::260b:57ab:ad67:b6e8
10.98.44.23",Windows 10 Entreprise,Tanium Client,1
CMRUCT23216.sabc.cm,"fe80::b42b:a7a:4999:1ff5
10.97.224.160",Windows 10 Entreprise,Tanium Client,1
CMRLPT23296.sabc.cm,"fe80::65f1:80f3:13d0:8e2b
10.97.225.81",Windows 10 Entreprise,Tanium Client,1
CMRLPT19378.sabc.cm,"fe80::b636:96c:4481:b643
10.102.8.57",Windows 10 Entreprise,Tanium Client,1
SABCMASS601.sabc.cm,"fe80::e963:6ec:a2ef:7974
10.100.1.143",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22157.sabc.cm,"fe80::7b36:2fd6:c827:3d2d
192.168.1.181",Windows 10 Professionnel,Tanium Client,1
CMRUCT23212.sabc.cm,"fe80::a534:a2fc:a68:c56e
10.97.224.27",Windows 10 Entreprise,Tanium Client,1
CMRLPT22206.sabc.cm,"fe80::7324:57ff:bb71:de14
10.97.225.67",Windows 10 Entreprise,Tanium Client,1
CMRUCT25005.sabc.cm,"fe80::ec2b:b245:4d55:870b
10.96.70.29",Windows 10 Entreprise,Tanium Client,1
CMRUCT23071.sabc.cm,"fe80::d773:e144:8983:ed99
10.96.70.70",Windows 11 Entreprise,Tanium Client,1
CMRLPT23315.sabc.cm,"fe80::8abb:274:93d6:43ec
10.97.225.50",Windows 10 Entreprise,Tanium Client,1
CMRLPT21042.sabc.cm,"fe80::69f1:41dd:eceb:397f
10.96.75.9",Windows 10 Entreprise,Tanium Client,1
CMRUCT23059.sabc.cm,"fe80::394:8b1b:3ac5:b57f
10.96.2.96",Windows 10 Entreprise,Tanium Client,1
CMRLPT19288.sabc.cm,"fe80::eceb:32f1:80ea:b109
10.102.8.70",Windows 10 Entreprise,Tanium Client,1
CMRUCT20030.sabc.cm,"fe80::1311:1b98:6ab0:2013
10.99.2.91",Windows 10 Entreprise,Tanium Client,1
BAFOUSIN002.sabc.cm,"fe80::91d3:e37d:1aa9:6d6f
fe80::4120:52cf:a497:ceaa
fe80::cc37:e412:6d0:2558
fe80::81db:ad65:b65:11ea
fe80::68dc:308f:7cbd:2cd8
10.253.130.15
192.168.56.1
10.98.7.129
192.168.232.1
192.168.175.1",Windows Server 2019 Standard,Tanium Client,1
CMRUCT20109.sabc.cm,"fe80::9908:b939:5b14:20df
10.100.5.60",Windows 10 Entreprise,Tanium Client,1
CMRLPT22113.sabc.cm,"fe80::fbe3:7625:47b8:3b58
10.97.225.74",Windows 10 Entreprise,Tanium Client,1
CMRLPT25027.sabc.cm,"fe80::50de:4d61:5da6:dfe9
10.97.225.123",Windows 10 Entreprise,Tanium Client,1
CMRLPT24046.sabc.cm,"fe80::976:5b93:9243:90c6
10.102.2.15",Windows 10 Entreprise,Tanium Client,1
CMRLPT21133.sabc.cm,"fe80::4ddb:98fe:b0d7:9351
10.97.225.163",Windows 10 Entreprise,Tanium Client,1
CMRLPT23258.sabc.cm,"fe80::3af4:63d0:3718:e43e
10.96.75.34",Windows 10 Entreprise,Tanium Client,1
CMRUCT25076.sabc.cm,"fe80::3870:fee3:23ca:440f
10.97.224.193",Windows 10 Entreprise,Tanium Client,1
CMRLPT22049.sabc.cm,"fe80::e68b:d863:33c9:3cc0
10.96.70.126",Windows 10 Entreprise,Tanium Client,1
CMRUCT24191.sabc.cm,"fe80::b421:b62d:ab65:ab82
10.97.224.95",Windows 10 Entreprise,Tanium Client,1
CMRUCT22019.sabc.cm,"fe80::a1aa:6029:d2c:6d71
10.96.2.20",Windows 10 Entreprise,Tanium Client,1
pontbbrassyde.sabc.cm,"fe80::d93e:bccb:4c41:a22d
fe80::65b3:c75b:564:c40b
10.97.7.168
10.253.120.48",Windows Server 2019 Standard,Tanium Client,1
CMRLPT21023.sabc.cm,"fe80::e9d7:9a3c:a25e:a01d
10.100.0.47",Windows 10 Entreprise,Tanium Client,1
CMRLPT22009.sabc.cm,"fe80::776d:6a5a:8afa:60e5
10.100.0.210",Windows 10 Entreprise,Tanium Client,1
CMRLPT21099.sabc.cm,"fe80::8ad:8d27:b535:e947
10.100.0.155",Windows 10 Entreprise,Tanium Client,1
CMRLPT21116.sabc.cm,"fe80::7b91:c1fa:7b77:61fc
10.96.70.65",Windows 11 Entreprise,Tanium Client,1
CMRUCT24018.sabc.cm,"fe80::7839:10bc:3012:65d0
10.98.2.30",Windows 10 Entreprise,Tanium Client,1
