Computer Name,IP Address,Operating System,Provider Type,Count
CMRUCT21096.sabc.cm,"fe80::b7e9:8e20:8541:414c
10.102.2.32",Windows 10 Entreprise,Tanium Client,1
SABCBI201.sabc.cm,"fe80::9d5a:dd09:ce0c:c257
10.100.1.97",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25042.sabc.cm,"fe80::af91:4524:4096:d6b4
10.96.70.19",Windows 10 Entreprise,Tanium Client,1
CMRUCT23074.sabc.cm,"fe80::44fc:255a:8365:859d
10.96.70.37",Windows 10 Entreprise,Tanium Client,1
CMRLPT19325.sabc.cm,"fe80::1aa8:cd0:dffc:97af
10.102.8.59",Windows 11 Entreprise,Tanium Client,1
CMRUCT22118.sabc.cm,"fe80::9a89:21e4:295b:81f
10.96.2.29",Windows 10 Entreprise,Tanium Client,1
CMRUCT23176.sabc.cm,"fe80::fa2f:6cc4:331c:7f09
10.100.4.46",Windows 10 Entreprise,Tanium Client,1
CMRLPT25008.sabc.cm,"fe80::4e99:faf9:caa7:c575
10.100.0.162",Windows 10 Entreprise,Tanium Client,1
CMRUCT20009.sabc.cm,"fe80::ee33:4c56:3754:5766
10.99.2.6",Windows 10 Entreprise,Tanium Client,1
CMRLPT22034.sabc.cm,"fe80::c523:f85b:bb15:97eb
10.96.0.14",Windows 10 Entreprise,Tanium Client,1
CMRUCT24045.sabc.cm,"fe80::1ec4:a765:7a5a:6e9
10.97.224.64",Windows 10 Entreprise,Tanium Client,1
CMRUCT23127.sabc.cm,"fe80::758e:4ef:932:67aa
10.98.60.4",Windows 10 Entreprise,Tanium Client,1
CMRLPT19293.sabc.cm,"fe80::798f:c77e:9a43:4241
10.102.8.28",Windows 10 Entreprise,Tanium Client,1
CMRUCT23234.sabc.cm,"fe80::61bf:c188:d318:7e93
10.96.70.57",Windows 10 Entreprise,Tanium Client,1
CMRUCT23205.sabc.cm,"fe80::2070:6711:e7b1:75a
10.97.88.14",Windows 10 Entreprise,Tanium Client,1
CMRUCT23229.sabc.cm,"fe80::6c30:ee9f:2685:ee8d
10.101.36.7",Windows 11 Entreprise,Tanium Client,1
CMRLPT21126.sabc.cm,"fe80::a466:32d2:fa23:7d5b
10.96.74.182",Windows 10 Entreprise,Tanium Client,1
CMRUCT24025.sabc.cm,"fe80::47da:f02b:965c:c870
10.98.2.106",Windows 10 Entreprise,Tanium Client,1
CMRUCT23018.sabc.cm,"fe80::5091:4381:44b4:64a9
10.97.224.73",Windows 10 Entreprise,Tanium Client,1
SABCMDP101.sabc.cm,"::1
10.103.244.15",Windows Server 2016 Standard,Tanium Client,1
CMRLPT23003.sabc.cm,"fe80::611b:27f8:4fe3:4751
10.100.0.179",Windows 11 Entreprise,Tanium Client,1
CMRLPT21015.sabc.cm,"fe80::ec66:c5a1:7bd:4400
10.96.2.141",Windows 10 Professionnel,Tanium Client,1
SABCSQDIMO101.sabc.cm,"::1
10.6.42.207
10.103.244.42",Windows Server 2019 Standard,Tanium Client,1
CMRLPT21143.sabc.cm,"fe80::c45:c684:4674:19a7
10.100.0.181",Windows 10 Entreprise,Tanium Client,1
mes,"fe80::8552:51e7:c0df:cbeb
fe80::a5a4:8e39:9a3d:e886
10.97.7.203
10.253.120.23",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23132.sabc.cm,"fe80::a877:ee94:b05a:ce08
192.168.242.35",Windows 10 Entreprise,Tanium Client,1
CMRLPT23217.sabc.cm,"fe80::418b:6686:a399:f763
10.102.8.5",Windows 10 Entreprise,Tanium Client,1
CMRUCT21104.sabc.cm,"fe80::4546:60cd:2b08:b8ba
10.102.2.77",Windows 10 Entreprise,Tanium Client,1
CMRLPT24099.sabc.cm,"fe80::480d:3380:b08:6e5c
10.99.29.167",Windows 11 Entreprise,Tanium Client,1
CMRUCT25011.sabc.cm,"fe80::3f21:b45d:e5c9:6fef
10.96.161.17",Windows 10 Professionnel,Tanium Client,1
CMRUCT21008.sabc.cm,"fe80::d6d4:d5bd:5de6:cd03
fe80::a2a2:5c4e:e1b8:a320
10.102.112.11
192.168.1.178",Windows 10 Entreprise,Tanium Client,1
CMRUCT20165.sabc.cm,"fe80::e9d1:f31f:c76f:3332
10.102.8.217",Windows 10 Entreprise,Tanium Client,1
CMRUCT23227.sabc.cm,"fe80::3deb:2e73:cf89:1de5
10.96.112.10",Windows 10 Entreprise,Tanium Client,1
cmruct20108.sabc.cm,"fe80::c8f3:bfe0:36b0:e5cb
10.96.2.78",Windows 10 Professionnel,Tanium Client,1
CMRLPT23177.sabc.cm,"fe80::51b2:ffdb:442:632a
10.97.44.3
10.172.85.105
fe80::8868:4e0e:ab5b:157b",Windows 11 Entreprise,Tanium Client,1
CMRUCT23078.sabc.cm,"fe80::4eb7:693:aa06:6aac
10.96.70.176",Windows 10 Entreprise,Tanium Client,1
SABCGEDO101.sabc.cm,"::1
10.103.244.29",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23207.sabc.cm,"fe80::e7f5:ee85:da25:fb76
10.194.80.26",Windows 10 Entreprise,Tanium Client,1
CMRLPT24123.sabc.cm,"fe80::f22f:51ab:7664:a952
10.97.225.69",Windows 10 Entreprise,Tanium Client,1
CMRUCT23026.sabc.cm,"fe80::a41:1504:d73c:3390
10.97.224.47",Windows 10 Entreprise,Tanium Client,1
CMRUCT22035.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT24096.sabc.cm,"fe80::5363:162a:27b5:340d
10.100.4.70",Windows 10 Entreprise,Tanium Client,1
CMRUCT22004.sabc.cm,"fe80::790c:b523:201d:edba
10.99.2.38",Windows 10 Entreprise,Tanium Client,1
CMRUCT21059.sabc.cm,"fe80::c7db:9434:2a1b:68e1
10.102.2.141",Windows 10 Entreprise,Tanium Client,1
CMRUCT22161.sabc.cm,"fe80::684c:5ec9:368:6c64
10.102.9.167",Windows 10 Entreprise,Tanium Client,1
SABCLCM101.sabc.cm,"::1
10.103.244.34",Windows Server 2016 Standard,Tanium Client,1
CMRUCT23110.sabc.cm,"fe80::6006:79af:baba:a641
10.99.28.8",Windows 10 Entreprise,Tanium Client,1
CMRLPT22098.sabc.cm,"fe80::d594:a6db:be56:7051
172.20.10.3",Windows 10 Entreprise,Tanium Client,1
CMRUCT20035.sabc.cm,"fe80::f759:b98b:7a48:bd3
10.99.76.32",Windows 10 Entreprise,Tanium Client,1
CMRLPT24174.sabc.cm,"fe80::13d0:3112:6d6d:601a
10.102.8.115",Windows 10 Entreprise,Tanium Client,1
CMRUCT25043.sabc.cm,"fe80::b857:ebe0:37f8:5818
10.96.70.67",Windows 10 Entreprise,Tanium Client,1
CMRLPT22089.sabc.cm,"fe80::7bf1:e11b:46d4:a7a2
10.98.0.8",Windows 10 Entreprise,Tanium Client,1
CMRLPT23088.sabc.cm,"fe80::7476:27:c699:ee7f
10.96.37.166",Windows 10 Entreprise,Tanium Client,1
CMRLPT21098.sabc.cm,"fe80::3447:53e5:545c:4255
10.98.0.42",Windows 10 Entreprise,Tanium Client,1
CMRUCT23243.sabc.cm,"fe80::2a56:d279:522e:9221
10.98.2.45",Windows 10 Entreprise,Tanium Client,1
SABCGED101.sabc.cm,"::1
10.103.244.27",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24115.sabc.cm,"fe80::8ed4:3543:a5db:786d
10.102.9.92",Windows 10 Entreprise,Tanium Client,1
CMRUCT23077.sabc.cm,"fe80::3527:9759:ae5e:9296
10.96.70.75",Windows 10 Entreprise,Tanium Client,1
CMRUCT20135.sabc.cm,"fe80::64ea:5dd4:e51a:2eb2
10.100.5.56",Windows 10 Entreprise,Tanium Client,1
CMRUCT23019.sabc.cm,"fe80::2f20:39fe:483a:130c
10.97.28.7",Windows 10 Entreprise,Tanium Client,1
CMRLPT20062.sabc.cm,"fe80::625b:4af1:6794:fbae
10.96.0.5",Windows 10 Entreprise,Tanium Client,1
mesfiltbaf.sabc.cm,"fe80::e194:65e7:cd40:af33
fe80::2e3c:4a19:77a0:9434
10.98.7.145
10.253.130.205",Windows Server 2019 Standard,Tanium Client,1
CMRUCT20102.sabc.cm,"fe80::afa6:56b7:e12:d574
10.96.2.71",Windows 10 Entreprise,Tanium Client,1
CMRUCT23096.sabc.cm,"fe80::65f9:8ec:b97:695f
10.96.113.16",Windows 10 Entreprise,Tanium Client,1
CMRLPT24101.sabc.cm,"fe80::6d66:9b08:c39:c511
10.99.77.174",Windows 10 Entreprise,Tanium Client,1
CMRUCT22042.sabc.cm,"fe80::2e37:ef2c:e004:29bd
10.100.4.47",Windows 10 Entreprise,Tanium Client,1
CMRLPT21068.sabc.cm,"fe80::7221:767c:bd06:cc5
10.100.0.216",Windows 10 Entreprise,Tanium Client,1
SABCDHCP102.sabc.cm,"fe80::6e52:506f:2e5e:a753
10.100.1.27",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23022.sabc.cm,"fe80::d20e:553b:fc04:a52f
10.95.19.222",Windows 10 Entreprise,Tanium Client,1
CMRLPT24191.sabc.cm,"fe80::ac87:50b0:bb92:8e33
10.98.0.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT19167.sabc.cm,"fe80::a689:8bc2:a0e9:b5fe
10.100.0.93",Windows 10 Entreprise,Tanium Client,1
CMRLPT24012.sabc.cm,"fe80::d8a8:e57a:1191:8d1c
10.102.33.203",Windows 10 Entreprise,Tanium Client,1
GUINUPCUT101.sabc.cm,"fe80::d076:cd61:5ff7:2e0
10.102.1.30",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23271.sabc.cm,"fe80::b75e:debe:4039:79ba
10.100.0.235",Windows 10 Entreprise,Tanium Client,1
CMRLPT24138.sabc.cm,"fe80::d86a:2020:d9b2:24dc
10.102.9.163",Windows 10 Entreprise,Tanium Client,1
CMRUCT23293.sabc.cm,"fe80::94e4:bcfc:bc5d:e52a
10.96.160.7",Windows 10 Professionnel,Tanium Client,1
CMRUCT20031.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT20022.sabc.cm,"fe80::3a9:9b6b:fe9:e26a
10.96.0.16",Windows 10 Entreprise,Tanium Client,1
CMRLPT20106.sabc.cm,"fe80::3a3f:3316:dfd9:fcd4
10.102.8.10",Windows 10 Entreprise,Tanium Client,1
CMRLPT20005.sabc.cm,"fe80::8369:cef:dd:68a1
10.100.0.102",Windows 10 Entreprise,Tanium Client,1
CMRLPT21148.sabc.cm,"fe80::96f2:1a34:f077:4ac1
10.96.75.27",Windows 10 Entreprise,Tanium Client,1
CMRUCT21057.sabc.cm,"fe80::525:5b05:f3c8:b7fa
10.102.2.101",Windows 10 Entreprise,Tanium Client,1
CMRUCT24118.sabc.cm,"::1
10.102.8.176",Windows 10 Entreprise,Tanium Client,1
CMRLPT23128.sabc.cm,"fe80::bf39:d495:9c5f:aa78
10.68.50.45
192.168.1.131
fe80::e248:5761:237f:85d8",Windows 10 Entreprise,Tanium Client,1
CMRUCT22039.sabc.cm,"fe80::9298:3380:89b1:cc6
10.100.4.6",Windows 10 Entreprise,Tanium Client,1
CMRLPT19057.sabc.cm,"fe80::63d9:c55b:2db:d137
10.102.33.214",Windows 10 Entreprise,Tanium Client,1
CMRLPT22218.sabc.cm,"fe80::83f6:41a8:7c87:1ad3
10.102.8.7",Windows 10 Entreprise,Tanium Client,1
CMRLPT20048.sabc.cm,"fe80::d47e:2fa5:fa95:6ff8
10.98.0.5",Windows 10 Professionnel,Tanium Client,1
CMRUCT22114.sabc.cm,"fe80::542e:d9f4:5be4:8f28
fe80::9bec:f2ca:c3b1:3d35
169.254.193.66
10.97.225.57",Windows 10 Entreprise,Tanium Client,1
CMRLPT19316.sabc.cm,"fe80::7814:a033:492e:3204
10.102.9.143",Windows 10 Entreprise,Tanium Client,1
CMRLPT25035.sabc.cm,"fe80::a0e4:1c35:f5b5:c799
10.98.0.12",Windows 10 Entreprise,Tanium Client,1
CMRUCT20145.sabc.cm,"fe80::a09a:b9c9:1db5:71bd
10.97.88.136",Windows 10 Entreprise,Tanium Client,1
CMRLPT25014.sabc.cm,"fe80::1cd:ec1e:1c45:48d5
10.96.75.62",Windows 10 Entreprise,Tanium Client,1
CMRLPT22176.sabc.cm,"fe80::5fa5:b815:e53f:a692
172.20.10.5",Windows 10 Entreprise,Tanium Client,1
CMRLPT24141.sabc.cm,"fe80::6eb8:d2e5:4d5c:4d4d
10.102.8.87",Windows 10 Entreprise,Tanium Client,1
CMRUCT25021.sabc.cm,"fe80::1000:d7bf:9811:88e9
10.97.88.19",Windows 10 Entreprise,Tanium Client,1
CMRUCT23095.sabc.cm,"fe80::38e1:ab3f:205:e823
10.96.2.9",Windows 10 Entreprise,Tanium Client,1
SIACMOS101.sabc.cm,"fe80::d604:b32f:28ad:93d3
10.102.33.3",Windows Server 2019 Standard,Tanium Client,1
CMRUCT22083.sabc.cm,"fe80::f5bb:3b28:2ead:419b
10.96.112.6",Windows 10 Entreprise,Tanium Client,1
CMRLPT23070.sabc.cm,"fe80::656f:6bd6:9f4c:8ca3
10.96.70.131",Windows 10 Entreprise,Tanium Client,1
cmrlpt19354.sabc.cm,"fe80::c012:b1be:93f0:a765
10.102.8.153",Windows 10 Entreprise,Tanium Client,1
CMRUCT23316.sabc.cm,"fe80::911a:1338:8060:5b9e
10.99.2.23",Windows 10 Entreprise,Tanium Client,1
CMRUCT23109.sabc.cm,"fe80::63d6:9146:2e60:6188
10.99.28.6",Windows 10 Entreprise,Tanium Client,1
CMRUCT20140.sabc.cm,"fe80::d231:943e:ea5a:f4c7
10.96.2.43",Windows 10 Entreprise,Tanium Client,1
CMRUCT23225.sabc.cm,"fe80::4361:f87c:456a:1f22
10.96.2.53",Windows 10 Entreprise,Tanium Client,1
CMRLPT20058.sabc.cm,"fe80::be11:d19e:d8:5b6f
10.100.0.148",Windows 10 Entreprise,Tanium Client,1
CMRUCT20152.sabc.cm,"fe80::b7c4:d16f:cb80:ac73
10.102.9.129",Windows 10 Entreprise,Tanium Client,1
CMRUCT22051.sabc.cm,"fe80::e1f3:e75b:c0de:ab4a
10.102.34.57",Windows 10 Entreprise,Tanium Client,1
CMRLPT23188.sabc.cm,"fe80::a02e:2e4e:1bb5:5d43
192.168.7.174",Windows 11 Entreprise,Tanium Client,1
CMRUCT19025.sabc.cm,"fe80::b913:ad98:f184:2ea
fe80::becd:229e:f891:8dd3
fe80::ca9e:db7a:57:3e56
169.254.80.80
172.21.192.1
10.102.2.40",Windows 10 Entreprise,Tanium Client,1
CMRUCT24121.sabc.cm,"fe80::7227:b7bb:d896:d0a2
10.102.9.104",Windows 10 Entreprise,Tanium Client,1
CMRUCT20071.sabc.cm,"fe80::ef3f:fc41:9d4b:9224
10.97.224.7",Windows 10 Entreprise,Tanium Client,1
CMRLPT23145.sabc.cm,"fe80::d240:5dd4:7950:7ac6
10.100.0.116",Windows 10 Entreprise,Tanium Client,1
CMRLPT25048.sabc.cm,"fe80::b11d:4381:bb0:e8db
10.204.170.205",Windows 11 Entreprise,Tanium Client,1
CMRLPT23124.sabc.cm,"fe80::91b6:b9c7:8e68:e2d1
fe80::e961:86d5:4e00:1e3d
169.254.183.130
10.96.75.1",Windows 11 Entreprise,Tanium Client,1
CMRUCT22072.sabc.cm,"fe80::8b60:59f1:79f2:db80
10.97.224.106",Windows 10 Entreprise,Tanium Client,1
CMRUCT24027.sabc.cm,"fe80::2187:93a8:39ed:832
10.98.2.62",Windows 10 Entreprise,Tanium Client,1
CMRLPT25015.sabc.cm,"fe80::7b17:f360:d949:9e60
10.99.77.162",Windows 10 Entreprise,Tanium Client,1
CMRUCT23027.sabc.cm,"fe80::a5d0:4089:2787:8c3e
10.97.224.18",Windows 10 Entreprise,Tanium Client,1
CMRLPT21140.sabc.cm,"fe80::65e5:8cb0:cc28:ae11
10.102.2.74",Windows 10 Entreprise,Tanium Client,1
CMRUCT20073.sabc.cm,"fe80::9a53:18b7:2de2:cd9f
10.97.224.13",Windows 10 Entreprise,Tanium Client,1
CMRLPT23260.sabc.cm,"fe80::ee34:5bba:5d7f:da5f
10.96.75.31",Windows 11 Entreprise,Tanium Client,1
SABCBIOM103.sabc.cm,"fe80::128f:93e7:bfff:2181
10.100.1.25",Windows Server 2019 Standard,Tanium Client,1
CMRLPT19198.sabc.cm,"fe80::ae42:1c1f:8e03:556e
10.102.2.6",Windows 10 Entreprise,Tanium Client,1
CMRLPT23179.sabc.cm,"fe80::26fb:8631:9d11:a970
10.97.225.152",Windows 11 Entreprise,Tanium Client,1
CMRLPT20029.sabc.cm,"fe80::9610:60d2:b64e:a6da
192.168.1.178
fd02:aaf5:91e9:8300:9e71:eb77:141b:e7f2",Windows 10 Entreprise,Tanium Client,1
CMRUCT24063.sabc.cm,"fe80::10e2:7156:adcb:78bd
10.97.224.96",Windows 11 Entreprise,Tanium Client,1
CMRUCT24014.sabc.cm,"fe80::92df:7a50:fc8c:6bcb
10.96.112.26",Windows 10 Entreprise,Tanium Client,1
CMRUCT24037.sabc.cm,"fe80::f14e:7400:1a9b:fa82
10.98.0.50",Windows 10 Entreprise,Tanium Client,1
CMRLPT19369.sabc.cm,"fe80::b004:ae4d:a0b6:2eb7
10.102.9.127",Windows 10 Entreprise,Tanium Client,1
CMRUCT20068.sabc.cm,"fe80::c579:ab6f:8a29:44d4
10.97.92.20",Windows 10 Entreprise,Tanium Client,1
CMRLPT23206.sabc.cm,"fe80::c0c7:5e35:c100:d2a0
10.102.8.94",Windows 10 Entreprise,Tanium Client,1
SABCMSQL601.sabc.cm,"::1
10.103.246.11",Windows Server 2016 Standard,Tanium Client,1
CMRLPT24196.sabc.cm,"fe80::cb68:fa:ed2e:cf1f
10.100.0.60",Windows 11 Entreprise,Tanium Client,1
CMRLPT23093.sabc.cm,"fe80::990e:6753:6a56:8566
10.98.2.63",Windows 10 Entreprise,Tanium Client,1
cmruct23047.sabc.cm,"fe80::ea02:fcb3:c7f0:67f
10.101.36.3",Windows 10 Entreprise,Tanium Client,1
CMRLPT25016.sabc.cm,"fe80::6da2:a302:ac51:15a6
10.97.225.142",Windows 10 Entreprise,Tanium Client,1
CMRUCT20015.sabc.cm,"fe80::f3a7:9ebc:e725:c844
10.99.2.25",Windows 10 Entreprise,Tanium Client,1
CMRLPT23268.sabc.cm,"fe80::c511:a1b:13e9:b5e1
192.168.1.154
fda2:8782:dec0:ad00:eaab:bb4b:af0b:8067",Windows 11 Entreprise,Tanium Client,1
CMRUCT19119.sabc.cm,"fe80::8224:cbfc:e6db:b2e
10.97.224.62",Windows 10 Entreprise,Tanium Client,1
CMRLPT23196.sabc.cm,"fe80::e152:a718:1cb6:c9d8
172.20.10.2",Windows 10 Entreprise,Tanium Client,1
BALIBI101.sabc.cm,"::1
10.103.244.1
10.6.42.156",Windows Server 2019 Datacenter,Tanium Client,1
CMRUCT23060.sabc.cm,"fe80::9b34:c8d:827b:c5a4
10.96.2.40",Windows 10 Entreprise,Tanium Client,1
CMRLPT23214.sabc.cm,"fe80::5b6c:8430:6b6d:ae69
10.102.8.3",Windows 11 Entreprise,Tanium Client,1
CMRLPT23197.sabc.cm,"fe80::a474:8225:44d3:6571
10.102.8.169",Windows 10 Entreprise,Tanium Client,1
CMRLPT20093.sabc.cm,"fe80::d9d8:ccde:4f9d:4464
10.96.75.66",Windows 10 Entreprise,Tanium Client,1
CMRUCT23057.sabc.cm,"fe80::b981:12db:8a2d:a9c9
10.101.2.12",Windows 10 Entreprise,Tanium Client,1
CMRLPT23084.sabc.cm,"fe80::5b3a:f67b:7dc4:a4f6
10.100.0.79",Windows 10 Entreprise,Tanium Client,1
CMRLPT22020.sabc.cm,"fe80::6caf:e072:ec8b:cb15
10.100.0.131",Windows 10 Entreprise,Tanium Client,1
CMRLPT23111.sabc.cm,"fe80::ba45:b94e:adb8:75e6
10.96.70.17",Windows 10 Entreprise,Tanium Client,1
CMRUCT20092.sabc.cm,"fe80::9b7e:2511:183f:fa53
10.98.52.9",Windows 10 Entreprise,Tanium Client,1
CMRLPT23176.sabc.cm,"fe80::f13b:8b8d:abc3:117b
10.34.10.53
10.96.161.25
fe80::711b:93e7:3ad4:221f",Windows 11 Entreprise,Tanium Client,1
CMRUCT24159.sabc.cm,"fe80::1575:b0da:2146:b1fc
fe80::1989:1474:2da7:f734
169.254.177.252
10.96.113.38",Windows 10 Entreprise,Tanium Client,1
CMRUCT22013.sabc.cm,"fe80::339b:3001:196:9e0f
10.98.2.56",Windows 10 Entreprise,Tanium Client,1
CMRLPT23017.sabc.cm,"fe80::1c07:4ff0:66f0:9155
10.100.0.14",Windows 10 Entreprise,Tanium Client,1
cmruct22086.sabc.cm,"fe80::ffc:5e9:3b22:f7bc
10.96.2.89",Windows 10 Entreprise,Tanium Client,1
mescondbaf.sabc.cm,"fe80::bacf:74:fea3:fd9b
fe80::2b42:50de:4b98:3fa6
10.98.7.142
10.253.130.50",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25085.sabc.cm,"fe80::38aa:4e77:c16b:5e9f
10.97.224.165",Windows 10 Entreprise,Tanium Client,1
CMRLPT25021.sabc.cm,"fe80::8bd3:323f:a97b:8aaf
10.100.0.82",Windows 10 Entreprise,Tanium Client,1
CMRLPT23225.sabc.cm,"fe80::20c8:6205:f74:c257
10.215.50.134",Windows 10 Entreprise,Tanium Client,1
cmruct19072.sabc.cm,"fe80::94fe:61c5:f494:2c78
10.102.2.89",Windows 10 Entreprise,Tanium Client,1
CMRUCT23317.sabc.cm,"fe80::edc0:e44a:ba97:b3a9
10.99.2.74",Windows 10 Entreprise,Tanium Client,1
CMRLPT20066.sabc.cm,"fe80::d395:2921:21cf:8221
10.238.160.57",Windows 10 Entreprise,Tanium Client,1
CMRLPT21109.sabc.cm,"fe80::7034:e1c7:fb90:6874
10.103.182.28",Windows 10 Entreprise,Tanium Client,1
CMRUCT20054.sabc.cm,"fe80::3dab:4491:bdf5:1b7b
10.97.224.10",Windows 10 Entreprise,Tanium Client,1
vm-CMRSRV23001-.sabc.cm,"fe80::8632:466a:9b63:2138
10.10.96.36",Windows Server 2019 Datacenter,Tanium Client,1
CMRLPT23224.sabc.cm,"fe80::4f72:da1f:e926:17ae
10.98.2.38",Windows 10 Entreprise,Tanium Client,1
CMRLPT23213.sabc.cm,"fe80::8b1e:e678:db4:92b9
10.102.8.80",Windows 10 Entreprise,Tanium Client,1
CMRLPT20016.sabc.cm,"fe80::fb7a:cfb9:6f19:2c96
10.96.70.46",Windows 10 Entreprise,Tanium Client,1
CMRLPT24049.sabc.cm,"fe80::72f1:3736:8a50:a8fb
192.168.223.185",Windows 10 Entreprise,Tanium Client,1
CMRUCT23150.sabc.cm,"fe80::cfa8:ab9a:7316:37e6
10.100.5.105",Windows 10 Entreprise,Tanium Client,1
CMRUCT21004.sabc.cm,"fe80::b91e:9136:f26a:bcca
10.100.0.43",Windows 11 Entreprise,Tanium Client,1
CMRUCT23240.sabc.cm,"fe80::808d:abe4:734:370e
10.98.2.4",Windows 11 Entreprise,Tanium Client,1
CMRUCT23069.sabc.cm,"fe80::f117:ed59:b5d0:47b6
10.96.70.143",Windows 10 Entreprise,Tanium Client,1
CMRUCT24016.sabc.cm,"fe80::a380:536f:904d:7763
10.96.2.31",Windows 10 Entreprise,Tanium Client,1
CMRLPT24055.sabc.cm,"fe80::e5f8:ebe5:1732:f8
fe80::7e0a:2bb1:eabe:2a43
10.100.4.95
192.168.75.45
fe80::be6:12a1:92e9:3945
fe80::3da8:3ee:4692:32bc
169.254.24.63
172.18.0.1",Windows 11 Professionnel,Tanium Client,1
BALIPCUT002.sabc.cm,"fe80::2b5c:3264:a22f:3044
10.100.1.148",Windows Server 2019 Standard,Tanium Client,1
SEMCUSIN001.sabc.cm,"fe80::19ab:d4c0:af1b:80df
10.102.127.1",Windows Server 2016 Standard,Tanium Client,1
CMRLPT21060.sabc.cm,"fe80::a98b:5592:3dbb:60
10.98.0.4",Windows 10 Entreprise,Tanium Client,1
CMRUCT20039.sabc.cm,"fe80::e48d:c454:bf8f:523b
10.102.34.6",Windows 10 Entreprise,Tanium Client,1
CMRLPT23085.sabc.cm,"fe80::d349:3944:d75:61f3
fe80::4e99:a4cf:8dae:b73a
10.99.76.25
10.99.77.163",Windows 10 Entreprise,Tanium Client,1
CMRUCT21080.sabc.cm,"fe80::f30a:4cad:f5d6:143b
10.102.2.4",Windows 11 Entreprise,Tanium Client,1
CMRLPT23143.sabc.cm,"fe80::7996:430e:9657:4588
fe80::7772:f79a:baa9:7fd7
10.100.4.80
10.126.68.44
10.100.0.127
fe80::be31:5aa5:340e:b370",Windows 10 Entreprise,Tanium Client,1
CMRUCT25034.sabc.cm,"fe80::b8a7:e574:b4fc:8587
10.96.0.56",Windows 11 Entreprise,Tanium Client,1
koumusin001.sabc.cm,"fe80::2c34:9d7d:c727:b64e
fe80::9181:b5d8:88df:46e0
fe80::c716:4a4f:1686:5217
10.96.75.145
10.253.100.10
169.254.250.147",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22030.sabc.cm,"fe80::3210:f314:24f9:fd02
10.100.0.120",Windows 10 Entreprise,Tanium Client,1
CMRUCT19130.sabc.cm,"fe80::d33d:e0c2:3242:b346
10.97.92.5",Windows 10 Entreprise,Tanium Client,1
CMRLPT24078.sabc.cm,"fe80::1420:2c00:b858:633
fe80::7458:79c:44a7:fb3b
169.254.129.74
10.96.75.103",Windows 10 Entreprise,Tanium Client,1
CMRUCT23001.sabc.cm,"fe80::34d5:577:aa56:693a
10.97.224.53",Windows 10 Entreprise,Tanium Client,1
CMRLPT23045.sabc.cm,"fe80::721d:cc6d:1c6b:a1b
10.100.0.45",Windows 10 Entreprise,Tanium Client,1
CMRLPT23263.sabc.cm,"fe80::7756:2dcd:5b89:45e2
10.98.69.163",Windows 10 Entreprise,Tanium Client,1
CMRUCT21031.sabc.cm,"fe80::ae38:a3d8:4e13:2513
10.99.2.77",Windows 10 Entreprise,Tanium Client,1
CMRLPT25024.sabc.cm,"fe80::8c57:30ff:1d43:b5a7
10.100.0.13",Windows 10 Entreprise,Tanium Client,1
CMRLPT20027.sabc.cm,"fe80::df58:4918:d759:577
192.168.1.152",Windows 10 Entreprise,Tanium Client,1
CMRLPT22060.sabc.cm,"fe80::ee38:5fd8:f:a7c2
10.99.0.49",Windows 10 Entreprise,Tanium Client,1
CMRUCT23141.sabc.cm,"fe80::dd01:ec01:9f0b:fa1e
fe80::fed:aef6:8343:e881
10.100.4.67
10.100.0.105",Windows 10 Entreprise,Tanium Client,1
CMRLPT23159.sabc.cm,"fe80::3fd9:3934:2292:cfa0
10.96.113.21
10.149.49.118
fe80::e58f:b799:dd72:4ae5",Windows 10 Entreprise,Tanium Client,1
CMRLPT23227.sabc.cm,"fe80::ba65:669:4141:9f0
10.100.0.34",Windows 10 Entreprise,Tanium Client,1
CMRLPT21069.sabc.cm,"fe80::e825:4160:b617:fc55
10.99.0.7",Windows 11 Entreprise,Tanium Client,1
CMRUCT20065.sabc.cm,"fe80::94e5:c440:274f:e6e5
10.97.224.107",Windows 10 Entreprise,Tanium Client,1
CMRLPT22014.sabc.cm,"fe80::937f:fe09:248f:390b
192.168.100.160",Windows 10 Entreprise,Tanium Client,1
SABCISO103.sabc.cm,"::1
10.103.244.32",Windows Server 2019 Standard,Tanium Client,1
CMRLPT21095.sabc.cm,"fe80::1ba6:170e:2dfd:240e
192.168.1.115
fdc2:56bd:6d74:c000:622b:f401:839b:3731",Windows 10 Entreprise,Tanium Client,1
CMRLPT20061.sabc.cm,"fe80::2525:2175:effd:7086
10.98.0.45",Windows 10 Entreprise,Tanium Client,1
CMRLPT22162.sabc.cm,"fe80::a377:f797:13da:5907
10.99.2.75",Windows 10 Professionnel,Tanium Client,1
